ID,Title,Description,Upvotes,Submission Date,Status,est_dev_time_days,complexity_score,num_teams_required,resource_cost_usd,infra_dependencies_count,tech_risk_score,design_effort_days,qa_effort_days,deployment_complexity,integration_needed,business_impact_score,user_demand_score,customer_satisfaction_impact,time_saved_per_user_minutes,num_users_impacted,market_differentiation_score,revenue_potential_usd,cost_savings_usd,scalability_potential_score,feature_adoption_likelihood,aligns_with_okrs,supports_key_initiative,compliance_or_regulatory_benefit,innovation_score,executive_priority_flag,strategic_timeline_alignment,mission_critical_flag,long_term_value_score
d59bb3cd-a704-4983-99dc-8bd4e7fe569b,AI-Powered Low Manager,AI-Powered Low Manager aims at optimizing infrastructure and cloud costs in the Cloud domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,69,2024-09-25,In Progress,177,4,4,51503,5,2,5,18,Medium,True,5,3,2,28,52909,3,992555,173045,3,5,True,None,True,5,True,True,False,4
ace981da-0f38-4ec2-b5b3-3e6b3d7e7374,AI-Powered Little Assistant,AI-Powered Little Assistant aims at improving compliance and threat detection in the Security domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,452,2024-04-27,Proposed,178,3,4,122991,2,1,16,27,Medium,True,2,5,3,25,64204,1,529399,136143,1,3,True,Automation,True,4,False,True,True,3
8544b015-d611-45dc-8a83-0bc1fe9beeba,Intelligent Fact Manager,Intelligent Fact Manager aims at enhancing automation and intelligent decision-making in the AI domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,488,2025-02-24,Proposed,66,1,3,64808,0,4,24,17,Low,True,1,8,4,44,80587,2,500340,308742,1,1,False,Automation,True,4,True,True,True,3
9c294ec0-3d43-4049-bb92-9a2ac2e5a8f5,Automated Them Agent,Automated Them Agent aims at optimizing infrastructure and cloud costs in the Cloud domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,436,2024-10-05,Proposed,140,2,3,79953,4,5,26,22,Medium,False,6,10,3,16,61552,4,835605,21924,5,5,False,Sustainability,False,3,True,True,False,5
90b37608-9d20-417e-90c7-fca7b4df67de,Predictive Believe System,Predictive Believe System aims at enhancing automation and intelligent decision-making in the AI domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,208,2024-05-02,Completed,43,5,1,192389,4,2,15,32,Low,True,6,5,3,46,50918,4,353937,202695,3,5,True,AI,True,3,True,False,False,5
c451ff34-4485-46c2-9d7d-83e894e5670e,Zero-Touch Where Analyzer,Zero-Touch Where Analyzer aims at optimizing infrastructure and cloud costs in the Cloud domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,265,2025-03-22,Completed,29,3,3,156093,5,5,8,36,Low,False,4,7,1,23,77739,5,457887,129381,1,3,False,AI,True,5,False,True,True,4
91ae2013-8845-45ea-bf1d-7ce836b520a7,Intelligent Offer Manager,Intelligent Offer Manager aims at optimizing infrastructure and cloud costs in the Cloud domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,73,2025-02-20,Completed,130,3,4,71940,1,2,28,35,Low,False,9,4,2,53,83224,3,835994,196556,5,3,False,Sustainability,True,1,False,True,False,4
67f6c982-3771-4982-9a14-14f715269a38,Smart Mr Agent,Smart Mr Agent aims at reducing manual workload through smart automation in the Automation domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,464,2024-11-23,In Progress,26,5,2,87300,1,5,24,5,Low,True,9,2,5,56,12152,1,232590,311655,1,3,True,Sustainability,True,4,True,False,False,5
8792ae58-c48c-4753-a063-a2861d2e1e3c,Zero-Touch Store Bot,Zero-Touch Store Bot aims at streamlining CI/CD and deployment processes in the DevOps domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,489,2024-11-16,Completed,46,2,3,79489,5,2,29,35,Medium,False,3,10,3,22,43546,2,387543,202040,1,2,True,None,True,5,True,True,True,3
fbd3c460-e052-4357-adaa-c4acf49c570c,Cloud-Based Politics Analyzer,Cloud-Based Politics Analyzer aims at enhancing automation and intelligent decision-making in the AI domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,0,2024-10-02,Completed,45,4,2,39466,5,3,15,42,Medium,True,2,2,3,19,48170,1,276935,304722,5,4,False,None,False,3,False,True,True,4
a8d969c2-b144-438d-804a-e82709daf281,Zero-Touch Wife Assistant,Zero-Touch Wife Assistant aims at optimizing infrastructure and cloud costs in the Cloud domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,299,2025-03-18,On Hold,70,4,4,118837,4,2,18,26,High,True,7,5,4,18,63181,5,60082,38974,2,1,False,Automation,True,5,False,False,True,2
60b2e893-ba28-4344-a179-b30b2de8bf3a,Predictive Despite Manager,Predictive Despite Manager aims at reducing manual workload through smart automation in the Automation domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,99,2025-03-05,Proposed,178,1,2,31166,3,3,24,40,Medium,False,5,4,5,52,20822,4,422877,43503,2,2,True,None,True,5,False,True,False,2
d5f0a6db-2c9c-4749-8954-272bc4ffa876,Predictive Across Platform,Predictive Across Platform aims at improving compliance and threat detection in the Security domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,293,2025-01-29,On Hold,147,2,1,26379,5,1,23,36,High,False,8,8,5,11,99328,4,409958,210023,5,2,True,Sustainability,True,2,True,True,False,2
b188d160-07f0-4874-841e-c7423e20e681,Cloud-Based Less Optimizer,Cloud-Based Less Optimizer aims at enhancing automation and intelligent decision-making in the AI domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,263,2024-09-18,In Progress,118,5,1,47750,0,3,5,37,Medium,True,8,9,1,9,58592,5,348650,360584,5,3,True,AI,True,1,True,False,True,1
792119e4-ea71-4000-b575-39e38192bc63,Smart Feel Dashboard,Smart Feel Dashboard aims at enhancing automation and intelligent decision-making in the AI domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,210,2025-01-25,Proposed,118,3,2,74926,0,5,26,44,High,True,6,5,4,58,86165,2,259695,382661,1,5,False,AI,True,1,True,True,True,1
4038892c-9527-4480-8ce2-c8254cedb3ce,Self-Healing Again Platform,Self-Healing Again Platform aims at streamlining CI/CD and deployment processes in the DevOps domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,277,2025-03-30,In Progress,97,1,1,134363,4,1,12,24,Medium,True,7,9,5,7,21126,3,866238,46168,3,3,False,Automation,True,5,False,False,True,2
2fc1a5f0-ba51-4dea-a61e-0b90df8b4195,AI-Powered First Service,AI-Powered First Service aims at improving compliance and threat detection in the Security domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,358,2024-10-02,On Hold,178,2,4,132265,5,3,23,5,Medium,False,4,5,2,50,74850,5,336926,331428,5,3,True,AI,True,3,False,False,False,1
926b7e5f-e805-4b19-b68b-13ec5f895619,Predictive Nice Service,Predictive Nice Service aims at improving compliance and threat detection in the Security domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,120,2024-06-21,On Hold,154,2,3,142800,3,5,20,41,Low,False,2,4,1,27,93524,5,587752,246554,3,2,False,Automation,False,1,True,True,True,4
c0f87dae-b42c-458e-8a53-d41e3cce0bcd,Cloud-Based Happy Optimizer,Cloud-Based Happy Optimizer aims at streamlining CI/CD and deployment processes in the DevOps domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,127,2024-09-30,Completed,105,1,2,178238,3,2,15,6,Medium,False,8,4,1,44,45809,4,769057,212407,3,2,False,Automation,False,3,False,True,False,3
32f253f8-245f-45f1-878f-77c69d7dd157,AI-Powered Career Analyzer,AI-Powered Career Analyzer aims at optimizing infrastructure and cloud costs in the Cloud domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,281,2024-12-19,On Hold,161,3,2,35665,0,3,12,43,Low,True,5,10,3,19,65608,4,720022,81271,1,5,True,AI,False,2,False,True,False,5
d1ca1398-a6da-4d5d-9949-dfc14d7c815f,Self-Healing Always Service,Self-Healing Always Service aims at enhancing automation and intelligent decision-making in the AI domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,360,2024-09-05,Completed,12,5,2,76344,2,3,17,19,Low,False,5,5,3,41,80335,2,82223,156484,4,2,False,Sustainability,False,4,True,False,False,2
bfee2961-f81b-42bc-a4fc-85d052013f2c,Predictive Work Agent,Predictive Work Agent aims at optimizing infrastructure and cloud costs in the Cloud domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,129,2025-03-19,On Hold,65,4,3,179254,5,1,17,9,High,False,10,5,1,11,10797,4,821534,108030,3,4,False,Sustainability,False,5,False,False,True,2
2508dab9-553e-4439-b664-2c240e80e0e3,AI-Powered Figure Service,AI-Powered Figure Service aims at optimizing infrastructure and cloud costs in the Cloud domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,354,2024-10-24,Completed,96,2,1,73934,1,5,10,33,Medium,False,4,5,4,54,74961,1,695616,137137,4,3,False,Automation,True,2,True,True,False,5
4d5b5525-21b9-4d53-bd9f-5b9573ecff74,Smart Personal Analyzer,Smart Personal Analyzer aims at enhancing automation and intelligent decision-making in the AI domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,449,2024-10-26,Proposed,156,5,4,101300,5,5,28,25,High,False,4,7,3,30,80024,3,24016,186263,3,4,False,Automation,False,2,True,True,True,5
22f27f73-e8d4-4836-ba62-7e724b8ba9b7,Cloud-Based Hospital Dashboard,Cloud-Based Hospital Dashboard aims at improving compliance and threat detection in the Security domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,60,2024-08-08,Completed,80,4,3,34297,2,3,13,16,Medium,True,8,9,5,7,50612,2,958354,224496,5,4,True,None,True,2,True,False,False,3
61bdf09c-1f62-44d2-b9a4-433dd886b855,Automated Year Platform,Automated Year Platform aims at optimizing infrastructure and cloud costs in the Cloud domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,386,2024-05-23,Completed,130,4,3,172896,0,4,8,43,High,False,5,2,5,48,17414,1,328309,110820,3,5,True,AI,True,4,True,True,False,5
e548ece9-6895-4de3-8c8f-40beda8645a9,Intelligent Paper Dashboard,Intelligent Paper Dashboard aims at optimizing infrastructure and cloud costs in the Cloud domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,290,2024-11-27,Proposed,38,5,2,78990,2,3,18,18,Medium,True,8,4,3,5,13122,3,915331,461234,2,4,True,AI,True,2,False,False,False,2
73451ada-419a-49d6-8446-16ec42a75242,Automated Simply Bot,Automated Simply Bot aims at enhancing automation and intelligent decision-making in the AI domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,364,2025-03-02,In Progress,103,3,2,5947,1,4,27,9,Low,True,5,4,2,52,83338,4,802608,118866,2,5,False,Automation,False,2,False,False,True,1
951cb691-e5a5-4749-8957-a0013a58482b,Zero-Touch Suddenly Dashboard,Zero-Touch Suddenly Dashboard aims at improving compliance and threat detection in the Security domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,325,2024-05-10,Completed,15,1,2,103359,2,5,22,43,Low,True,5,1,3,37,94946,2,885664,332234,5,5,False,Automation,False,1,False,False,True,4
788a4ede-9b18-43f3-91ba-9edc9d8c517e,Zero-Touch Practice Bot,Zero-Touch Practice Bot aims at optimizing infrastructure and cloud costs in the Cloud domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,123,2024-04-16,In Progress,38,3,3,156224,3,3,19,25,Low,True,8,4,4,24,10472,1,565858,474746,2,3,False,Automation,False,1,True,False,True,4
f4ab5770-141a-4337-9112-27645e33dc6e,Zero-Touch Everybody Agent,Zero-Touch Everybody Agent aims at enhancing automation and intelligent decision-making in the AI domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,259,2024-11-06,Completed,127,2,1,171456,0,1,7,39,Low,True,3,8,1,26,38033,3,102804,21214,2,3,False,None,True,1,False,False,True,3
211c954b-1385-4cc9-ae34-ef679139005f,Predictive Age Agent,Predictive Age Agent aims at improving compliance and threat detection in the Security domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,112,2024-05-26,In Progress,30,3,4,137919,5,2,28,38,High,True,1,6,5,24,62417,3,410926,81162,3,3,True,AI,True,5,True,False,False,5
1e7c9ace-be4d-488f-813b-12198b3661c9,Predictive Pattern Service,Predictive Pattern Service aims at optimizing infrastructure and cloud costs in the Cloud domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,277,2024-12-15,On Hold,76,2,4,87697,5,4,8,25,Medium,True,5,5,3,17,59314,4,978524,27800,3,3,False,Sustainability,True,4,False,False,True,1
197b0e1e-2311-42cc-bd99-d4fb9851afc3,Automated Ahead Assistant,Automated Ahead Assistant aims at reducing manual workload through smart automation in the Automation domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,413,2025-03-03,Proposed,54,1,1,58076,5,5,26,34,High,True,5,3,2,8,90238,1,213176,134157,4,2,True,Automation,True,2,True,True,True,2
5d168227-6ca6-4ad2-8ebc-450cf0dc8fa5,Self-Healing Song Service,Self-Healing Song Service aims at streamlining CI/CD and deployment processes in the DevOps domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,420,2025-01-28,Proposed,119,1,2,126560,4,4,5,36,Low,True,3,1,4,24,89478,5,230900,411905,2,1,True,Automation,True,5,True,True,False,3
3c1e1c46-1746-433f-b762-3a91fca87c80,Cloud-Based Serve Manager,Cloud-Based Serve Manager aims at reducing manual workload through smart automation in the Automation domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,459,2024-09-13,In Progress,59,4,2,121216,4,2,17,39,Medium,True,3,7,1,18,93135,5,625022,285237,4,1,False,Automation,True,2,True,True,False,1
2782aafc-5442-49d4-886b-78f74b8419ea,Automated Both Platform,Automated Both Platform aims at optimizing infrastructure and cloud costs in the Cloud domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,106,2025-03-08,In Progress,113,5,4,146341,4,1,17,17,Medium,False,9,6,1,60,36244,5,93617,150397,4,5,True,None,True,2,False,False,True,1
21073470-1265-4f9f-ae0a-d5a90cce546e,Cloud-Based Possible Assistant,Cloud-Based Possible Assistant aims at reducing manual workload through smart automation in the Automation domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,296,2024-10-04,On Hold,105,1,1,168161,4,2,14,17,Low,False,2,10,2,19,10743,5,125028,154867,3,4,False,AI,True,3,False,True,False,1
40b66e69-52e7-430f-b426-8513b51dd3d2,Self-Healing Year Dashboard,Self-Healing Year Dashboard aims at optimizing infrastructure and cloud costs in the Cloud domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,141,2024-04-19,Proposed,94,2,2,150025,2,2,18,5,High,False,8,9,5,24,40374,1,606206,362897,5,5,True,Sustainability,False,5,False,True,True,2
be238ad4-6d10-43ae-b42f-dd0b29f74f9c,Predictive Interesting Analyzer,Predictive Interesting Analyzer aims at streamlining CI/CD and deployment processes in the DevOps domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,309,2025-03-17,In Progress,54,4,3,181685,1,4,8,21,Low,False,9,2,5,31,44481,2,76862,185311,2,4,True,AI,True,1,False,True,False,3
74af46e6-b2d8-4a8d-baa1-ab0c194b1a7c,Predictive Company Bot,Predictive Company Bot aims at optimizing infrastructure and cloud costs in the Cloud domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,0,2024-09-02,On Hold,50,4,1,149617,3,4,17,11,High,True,9,2,4,34,58668,1,285868,374731,5,1,True,None,False,4,True,True,True,1
9ddff3cc-6d16-49f6-b86a-3614312c573d,Intelligent Available Agent,Intelligent Available Agent aims at improving compliance and threat detection in the Security domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,373,2025-01-30,On Hold,102,5,4,82244,1,2,20,5,High,True,3,4,2,11,16920,1,316176,156980,2,5,False,Sustainability,True,3,False,True,False,2
a7d08c64-b0ed-4636-9d7c-df1ee64654dd,Predictive Fight Agent,Predictive Fight Agent aims at optimizing infrastructure and cloud costs in the Cloud domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,36,2025-03-01,In Progress,155,4,2,171468,0,2,25,7,Low,True,2,1,5,16,67332,2,98669,33084,2,3,True,Sustainability,True,3,False,True,False,3
f0ddfc74-7a94-49be-b29b-a22997839c4d,Self-Healing Rule Analyzer,Self-Healing Rule Analyzer aims at enhancing automation and intelligent decision-making in the AI domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,226,2024-08-28,On Hold,164,3,2,154643,2,5,9,19,Low,True,6,4,1,25,15908,2,676364,264487,3,2,False,Automation,False,5,False,False,True,3
486ffa72-92c1-4fe3-8a29-01a86e52e1b5,Self-Healing Goal Assistant,Self-Healing Goal Assistant aims at optimizing infrastructure and cloud costs in the Cloud domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,379,2024-07-18,Completed,38,4,2,76886,3,2,12,35,High,False,8,1,1,14,40773,3,520209,329090,2,3,True,AI,True,2,False,False,False,2
f367aebf-5dcb-4971-9b1e-9c4743e4997a,Cloud-Based Itself Agent,Cloud-Based Itself Agent aims at enhancing automation and intelligent decision-making in the AI domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,167,2024-04-08,On Hold,23,2,3,6565,2,3,19,39,High,False,10,6,4,13,52493,2,912150,186822,5,1,True,Automation,False,1,False,False,False,5
41340c55-4e46-4bd0-a1a6-af33212a76d6,Intelligent Stop Manager,Intelligent Stop Manager aims at optimizing infrastructure and cloud costs in the Cloud domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,326,2024-10-08,On Hold,71,2,2,156029,3,1,15,20,Medium,True,6,6,3,37,76165,3,316745,126931,1,5,True,Sustainability,False,2,False,False,False,5
0c56c516-a285-4f6a-83c5-b71070ad6ac0,Zero-Touch Daughter Analyzer,Zero-Touch Daughter Analyzer aims at reducing manual workload through smart automation in the Automation domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,50,2024-05-25,Proposed,85,5,2,46299,4,1,5,12,Medium,False,4,6,2,5,68554,2,447830,103316,4,4,True,AI,False,2,False,True,True,5
8f352ff8-728e-4018-a5d7-3da57ea990c8,AI-Powered Get Service,AI-Powered Get Service aims at reducing manual workload through smart automation in the Automation domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,145,2024-08-17,In Progress,158,1,2,192265,3,5,29,24,High,True,9,6,2,30,60639,2,406203,361361,5,2,True,Automation,True,5,True,True,False,2
3dce02ad-f6a3-4dc6-9ed1-fe60393abec2,Automated Cover Manager,Automated Cover Manager aims at streamlining CI/CD and deployment processes in the DevOps domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,405,2024-05-02,On Hold,112,4,3,177974,5,2,27,9,Medium,False,5,10,2,20,95363,1,486200,330149,3,4,False,AI,True,4,False,False,True,4
15a919e0-e7fb-4050-8b52-c8ae764401c0,Predictive Head Bot,Predictive Head Bot aims at optimizing infrastructure and cloud costs in the Cloud domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,58,2025-03-22,In Progress,41,4,4,38637,2,1,14,26,High,False,7,9,5,33,80199,4,293032,402451,1,3,False,AI,True,4,True,True,True,3
9c518ceb-08a8-4ae9-a12f-45225393ecf9,Predictive Strategy Platform,Predictive Strategy Platform aims at reducing manual workload through smart automation in the Automation domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,22,2024-12-31,Completed,122,1,4,37170,4,4,8,39,Low,False,7,2,1,7,81639,2,153817,262705,5,4,True,Sustainability,True,3,False,False,True,2
7bbc15c2-7e57-467f-8fc8-71d763247d30,AI-Powered Last Analyzer,AI-Powered Last Analyzer aims at enhancing automation and intelligent decision-making in the AI domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,418,2025-03-06,On Hold,63,1,3,164014,0,2,21,36,Low,False,1,9,1,10,88153,2,113712,146044,5,2,False,None,True,1,False,False,True,5
070716f9-7fc8-4838-a0d5-7b4909c887c4,AI-Powered Mission Manager,AI-Powered Mission Manager aims at enhancing automation and intelligent decision-making in the AI domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,498,2025-01-12,Completed,165,4,2,152113,2,3,13,19,Low,False,9,7,3,36,26046,1,168841,119901,2,1,False,AI,False,1,True,False,False,4
0eab0c53-7c78-4295-ab52-7b3c2af8f85b,Intelligent Even Service,Intelligent Even Service aims at improving compliance and threat detection in the Security domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,437,2024-07-12,On Hold,31,1,2,7614,0,2,20,5,High,True,9,1,1,27,96450,4,979060,72007,2,3,False,AI,False,3,True,False,False,4
fd64e269-4596-4e98-9d20-2cd4dcd3e8ec,Self-Healing None Agent,Self-Healing None Agent aims at enhancing automation and intelligent decision-making in the AI domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,407,2024-11-08,In Progress,48,3,1,155657,0,2,23,8,Low,False,3,7,2,27,30424,5,400002,265729,2,2,False,Automation,True,5,True,True,False,1
9a150f8d-d568-4365-9ed8-9749e71af331,Zero-Touch Form Optimizer,Zero-Touch Form Optimizer aims at enhancing automation and intelligent decision-making in the AI domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,144,2025-03-03,On Hold,89,5,1,141844,2,5,27,34,Low,False,5,2,5,39,45734,3,119259,316930,2,1,True,AI,True,4,True,False,False,4
928009e5-bba4-454a-b55f-741ee4e88d57,AI-Powered Notice Platform,AI-Powered Notice Platform aims at optimizing infrastructure and cloud costs in the Cloud domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,2,2024-09-05,Completed,30,4,3,124344,5,2,6,26,Low,True,3,3,3,41,56351,5,396471,13077,2,4,True,Sustainability,True,5,False,False,False,3
47aaba85-f71f-451e-86fc-5c873df7f208,Zero-Touch Ok Service,Zero-Touch Ok Service aims at improving compliance and threat detection in the Security domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,119,2025-03-29,In Progress,47,5,3,68582,2,4,17,6,High,True,2,8,5,27,53669,2,752292,364318,1,5,True,AI,False,2,False,False,True,4
442f45ce-82e4-4269-b8ff-b63216656126,Intelligent Program Service,Intelligent Program Service aims at improving compliance and threat detection in the Security domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,245,2025-02-02,Proposed,141,2,3,27000,0,3,11,12,High,True,5,3,2,9,7995,5,233164,34208,2,3,False,Automation,False,2,True,False,False,4
7980375f-01d2-42f2-a3b3-65c74f9a3de8,Intelligent Security Analyzer,Intelligent Security Analyzer aims at reducing manual workload through smart automation in the Automation domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,358,2024-09-29,In Progress,138,1,3,151962,5,1,7,15,High,True,10,5,3,6,64079,2,971133,281295,4,4,True,Automation,False,2,False,True,False,1
d9dceed9-8159-4bbc-becb-ad46ad229e2c,AI-Powered Another Assistant,AI-Powered Another Assistant aims at streamlining CI/CD and deployment processes in the DevOps domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,442,2024-11-10,In Progress,172,4,3,20520,3,4,30,13,High,True,1,5,4,34,72852,2,858331,115773,1,3,True,AI,True,1,True,False,True,5
f928502e-92ca-4757-a104-26017ec0f98f,Self-Healing Exist Agent,Self-Healing Exist Agent aims at improving compliance and threat detection in the Security domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,118,2025-03-06,Completed,33,4,2,91699,1,2,25,36,Medium,False,7,10,4,52,76751,3,707398,73947,3,4,True,None,False,5,False,True,False,1
8ba29efb-7ba8-4491-8fcf-70f567f52beb,Cloud-Based Beat Assistant,Cloud-Based Beat Assistant aims at improving compliance and threat detection in the Security domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,93,2024-04-20,Proposed,169,4,4,18964,2,1,25,19,High,False,10,7,2,28,26415,2,826820,420552,3,1,False,Automation,False,3,False,True,False,3
101c17fb-519e-4326-8883-cb9e3c9f6925,Smart Late Manager,Smart Late Manager aims at reducing manual workload through smart automation in the Automation domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,381,2024-04-06,Proposed,77,1,2,152019,0,3,28,16,High,False,5,10,1,15,16157,4,180704,493615,5,1,False,AI,True,1,True,True,False,1
295d826a-0d77-4fa9-ba75-15f292a359a0,Cloud-Based Course Service,Cloud-Based Course Service aims at improving compliance and threat detection in the Security domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,299,2024-12-28,Proposed,25,4,4,64664,0,5,22,8,High,False,3,7,3,56,63985,1,294417,240516,5,2,True,AI,True,1,True,True,False,2
4769847b-8fc0-4248-8620-2cba974b8765,Intelligent Company Service,Intelligent Company Service aims at streamlining CI/CD and deployment processes in the DevOps domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,432,2024-12-09,Completed,127,3,3,79984,0,5,21,9,Low,False,7,10,2,57,28139,1,579242,138621,3,5,True,None,False,3,False,False,True,5
ff8da2ed-8a5a-4ec1-8347-1158fa98c437,Smart Many Manager,Smart Many Manager aims at optimizing infrastructure and cloud costs in the Cloud domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,82,2024-05-21,Completed,131,4,3,139846,1,1,23,34,Medium,False,10,6,5,30,82794,4,230232,84384,3,1,True,Automation,True,1,True,True,True,4
e52b41c5-b3d4-4854-9494-0401503e6922,Automated Huge Assistant,Automated Huge Assistant aims at reducing manual workload through smart automation in the Automation domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,160,2025-03-15,Proposed,125,1,4,189480,1,5,7,13,Medium,True,4,1,4,17,15103,4,493155,289673,1,3,True,None,True,3,True,False,False,2
0597c5d9-68aa-4090-aed6-268be2bf35f3,Smart Good Platform,Smart Good Platform aims at optimizing infrastructure and cloud costs in the Cloud domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,57,2024-05-20,In Progress,113,2,1,138229,2,2,27,16,Medium,True,10,2,3,35,9663,1,29326,307251,2,3,True,None,True,3,False,True,False,2
e295aab1-0f68-417c-b2fc-963312ac167c,Zero-Touch Season Optimizer,Zero-Touch Season Optimizer aims at streamlining CI/CD and deployment processes in the DevOps domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,412,2024-10-10,Proposed,62,4,4,186660,4,4,27,10,High,True,2,6,3,44,24260,5,325987,442456,3,4,True,AI,True,4,True,False,False,2
8a61b2e8-9cdb-4a36-b1be-4826d816d86a,Automated Now Service,Automated Now Service aims at improving compliance and threat detection in the Security domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,254,2024-05-31,On Hold,142,1,3,52979,5,2,5,31,High,True,5,3,1,31,46274,1,64216,30809,2,4,False,AI,True,5,False,True,False,3
f7a9559b-78d0-421b-bee6-5eeac8ea6abf,Self-Healing Husband Service,Self-Healing Husband Service aims at enhancing automation and intelligent decision-making in the AI domain. It helps teams improve efficiency and reduce errors by introducing intelligent automation or insightful analytics.,268,2024-11-23,On Hold,156,4,1,166141,0,1,9,40,High,True,3,4,5,26,46741,2,338151,97888,1,1,True,Automation,False,1,False,True,False,2
