ID,Upvotes,Submission Date,Status,est_dev_time_days,complexity_score,num_teams_required,resource_cost_usd,infra_dependencies_count,tech_risk_score,design_effort_days,qa_effort_days,deployment_complexity,integration_needed,business_impact_score,user_demand_score,customer_satisfaction_impact,time_saved_per_user_minutes,num_users_impacted,market_differentiation_score,revenue_potential_usd,cost_savings_usd,scalability_potential_score,feature_adoption_likelihood,aligns_with_okrs,supports_key_initiative,compliance_or_regulatory_benefit,innovation_score,executive_priority_flag,strategic_timeline_alignment,mission_critical_flag,long_term_value_score,Title,Description,Cost_Score,ROI_Score,SA_Score
f09795af-f34e-4548-812b-8bc2ec41786b,387,2024-11-11,In Progress,144,2,3,12643,1,5,6,20,High,False,2,1,2,23,78015,4,237952,488168,3,5,False,Sustainability,False,3,False,False,True,3,Smart Us System,Smart Us System is focused on reducing manual workload through smart automation. It delivers tangible business value by embedding innovation in the Automation ecosystem through intelligent tooling or insights.,0.3768468988423508,0.513188965864772,0.264229729745818
8bcabfda-8622-4d1c-b10b-4ec40dddc7b0,307,2024-10-04,On Hold,48,1,3,134288,4,1,17,15,Low,False,2,10,4,31,5572,3,703218,95046,2,2,False,AI,True,3,True,False,True,3,Predictive Part Analyzer,Predictive Part Analyzer is focused on streamlining CI/CD and deployment processes. It delivers tangible business value by embedding innovation in the DevOps ecosystem through intelligent tooling or insights.,0.3820182723494211,0.4003447779056083,0.5502766982430142
485303e5-03a8-434c-917d-2998ea6765b4,14,2025-02-02,In Progress,166,4,4,61902,0,2,21,19,Medium,False,1,7,5,45,90781,5,298697,102716,5,5,True,Automation,False,1,False,True,True,1,Self-Healing Eight Platform,Self-Healing Eight Platform is focused on streamlining CI/CD and deployment processes. It delivers tangible business value by embedding innovation in the DevOps ecosystem through intelligent tooling or insights.,0.4988249600244622,0.5941794701645516,0.2946914790574114
d664dc3d-c4c4-4628-a3c8-62ae4a772d89,138,2025-02-11,In Progress,147,1,2,187095,4,5,7,24,High,True,2,9,3,29,78438,1,269346,332221,4,4,True,,True,5,True,False,False,4,Automated Material Agent,Automated Material Agent is focused on streamlining CI/CD and deployment processes. It delivers tangible business value by embedding innovation in the DevOps ecosystem through intelligent tooling or insights.,0.6179310269655021,0.5284935191294614,0.6301993675270008
ae8322ce-8298-49d2-bbc9-d0f6ed5f8d0a,489,2024-06-16,Proposed,87,1,3,19857,5,4,7,12,High,False,7,5,3,55,69232,3,412410,258591,5,2,True,AI,True,4,False,False,False,1,Smart Investment Bot,Smart Investment Bot is focused on improving compliance and threat detection. It delivers tangible business value by embedding innovation in the Security ecosystem through intelligent tooling or insights.,0.3284941456327596,0.5965108960219979,0.4264496293931591
8de57023-0f98-452e-88b4-5fa784ae0f2e,291,2024-05-11,Completed,29,4,2,195468,5,4,20,39,Low,True,9,10,5,28,25835,3,392276,162994,5,2,True,Automation,True,2,False,True,True,1,Cloud-Based Between Assistant,Cloud-Based Between Assistant is focused on improving compliance and threat detection. It delivers tangible business value by embedding innovation in the Security ecosystem through intelligent tooling or insights.,0.6550860615183977,0.516479472017566,0.3374788573652924
66602e91-7b1e-417e-9bd2-5a61e2e94dfe,73,2024-09-18,On Hold,89,1,4,165156,2,1,23,12,Low,False,8,10,1,6,2219,1,716772,403204,4,3,True,AI,False,1,True,False,False,1,Automated Reason Manager,Automated Reason Manager is focused on streamlining CI/CD and deployment processes. It delivers tangible business value by embedding innovation in the DevOps ecosystem through intelligent tooling or insights.,0.46726447756905,0.4679925922615274,0.226819282355573
349ebfb7-e911-4130-8440-d8ef6135479c,94,2024-09-15,Completed,109,5,1,150631,5,5,17,31,Medium,False,4,1,4,56,8119,1,855671,35361,3,5,False,AI,True,2,False,True,True,5,Zero-Touch Health Assistant,Zero-Touch Health Assistant is focused on enhancing automation and intelligent decision-making. It delivers tangible business value by embedding innovation in the AI ecosystem through intelligent tooling or insights.,0.644500709111928,0.4321234804522931,0.4852196446811637
a67cdc06-c7ba-4405-aca2-3cc8d8b195e1,330,2024-10-02,Proposed,47,2,2,116840,0,2,22,6,Medium,True,5,1,4,20,80021,2,663651,423735,3,4,False,Sustainability,True,1,True,True,False,4,Self-Healing Item Manager,Self-Healing Item Manager is focused on streamlining CI/CD and deployment processes. It delivers tangible business value by embedding innovation in the DevOps ecosystem through intelligent tooling or insights.,0.3325855105646463,0.5702241698086631,0.5313106320681596
2b6467d2-2159-4764-9d26-493a61f1d1fb,210,2025-01-12,Completed,79,5,4,172488,0,2,26,6,High,True,2,7,3,30,25586,4,400544,181222,4,2,True,Automation,False,3,False,False,False,1,Automated Treat Bot,Automated Treat Bot is focused on reducing manual workload through smart automation. It delivers tangible business value by embedding innovation in the Automation ecosystem through intelligent tooling or insights.,0.559766753384462,0.4098343705272747,0.2859177670437836
a5efad4f-47f4-4370-9b18-449f4bc89918,491,2024-12-21,Completed,14,4,4,20981,5,5,7,43,High,False,8,6,4,34,81841,2,612814,347259,3,3,False,,False,3,False,False,False,3,Predictive Arm Manager,Predictive Arm Manager is focused on optimizing infrastructure and cloud costs. It delivers tangible business value by embedding innovation in the Cloud ecosystem through intelligent tooling or insights.,0.450203947513149,0.6332399692271687,0.2777351479142945
b276c75b-71b4-41e9-9b2f-2fcadd049128,208,2024-12-10,Proposed,146,2,1,144507,0,3,20,44,Medium,True,3,7,1,60,91769,5,83770,413248,2,1,True,AI,False,4,True,True,True,1,Intelligent Ready Platform,Intelligent Ready Platform is focused on optimizing infrastructure and cloud costs. It delivers tangible business value by embedding innovation in the Cloud ecosystem through intelligent tooling or insights.,0.5997654744334756,0.5722650066262603,0.4792783348967266
29297c2d-92f2-4459-8bed-697edc1f9cfb,364,2024-04-27,On Hold,85,4,1,89489,3,4,7,15,High,False,1,4,1,25,96482,2,802154,231692,1,5,False,Automation,True,4,True,True,False,4,Zero-Touch Billion Assistant,Zero-Touch Billion Assistant is focused on optimizing infrastructure and cloud costs. It delivers tangible business value by embedding innovation in the Cloud ecosystem through intelligent tooling or insights.,0.3939127904564901,0.5046108838252086,0.5896488052195413
c00d133c-50a8-4fbd-bacb-e35fbaca03e6,288,2025-01-11,On Hold,36,5,1,137628,5,2,17,16,Low,False,9,10,3,19,10765,2,802719,311444,1,2,True,Automation,True,4,False,True,True,2,Self-Healing Interesting Assistant,Self-Healing Interesting Assistant is focused on improving compliance and threat detection. It delivers tangible business value by embedding innovation in the Security ecosystem through intelligent tooling or insights.,0.4447045134793578,0.4920474657677462,0.5351709655146482
178f0718-17b7-4630-bccc-79c0405a6285,364,2025-02-08,Proposed,10,3,1,155556,3,4,19,15,Low,False,8,9,3,5,50521,5,149595,463839,1,2,False,Sustainability,True,4,True,True,True,4,Self-Healing Group Manager,Self-Healing Group Manager is focused on optimizing infrastructure and cloud costs. It delivers tangible business value by embedding innovation in the Cloud ecosystem through intelligent tooling or insights.,0.4057186835897976,0.4906271172631083,0.6748054249574446
fd9077c4-3e08-47b6-af49-28f32db53e61,435,2024-05-16,In Progress,116,1,3,30543,4,3,28,10,High,False,10,1,3,24,71720,2,992409,137122,1,5,True,Automation,False,5,True,True,True,1,Smart Training Analyzer,Smart Training Analyzer is focused on reducing manual workload through smart automation. It delivers tangible business value by embedding innovation in the Automation ecosystem through intelligent tooling or insights.,0.4512691379639899,0.5422298516654835,0.4593342413383675
8e10b4f4-c23b-4d4a-a89c-a69b6cb73822,34,2024-06-17,Proposed,167,2,3,102595,5,4,8,39,Medium,False,10,5,1,28,67967,1,562570,280111,1,5,True,Sustainability,True,5,True,True,False,4,Predictive Energy Assistant,Predictive Energy Assistant is focused on improving compliance and threat detection. It delivers tangible business value by embedding innovation in the Security ecosystem through intelligent tooling or insights.,0.6038382916320201,0.5214535366158816,0.7065771286544008
e1d73648-69c1-4444-bf1f-d33c0da0665e,234,2024-10-29,On Hold,30,2,4,92572,0,5,30,36,Low,True,6,2,4,9,87880,2,844942,445544,1,1,True,Automation,False,3,True,True,True,3,Intelligent Customer Service,Intelligent Customer Service is focused on optimizing infrastructure and cloud costs. It delivers tangible business value by embedding innovation in the Cloud ecosystem through intelligent tooling or insights.,0.5297849124077729,0.5441209985153929,0.4605744206823425
e98b6e6d-c63a-45a0-a812-77de4850ca00,296,2024-05-28,Completed,155,5,2,108142,4,5,29,12,Low,True,6,9,3,40,33826,4,485489,450693,3,3,False,Automation,True,5,True,True,False,4,Smart List Manager,Smart List Manager is focused on improving compliance and threat detection. It delivers tangible business value by embedding innovation in the Security ecosystem through intelligent tooling or insights.,0.6756283308459282,0.6060147825783557,0.5584617367865636
e8830dfb-e454-4bd7-b477-a63e66a6ac06,249,2024-07-21,Completed,43,2,3,198609,5,1,23,18,Medium,True,6,3,3,56,2840,2,931810,349312,4,3,True,Automation,True,4,False,True,True,5,Self-Healing Cover Optimizer,Self-Healing Cover Optimizer is focused on enhancing automation and intelligent decision-making. It delivers tangible business value by embedding innovation in the AI ecosystem through intelligent tooling or insights.,0.5461510119513453,0.563611076242627,0.734103253007979
165a9826-38bf-454a-a644-cb2fa36ee812,399,2024-07-10,Completed,48,5,4,189615,0,2,23,37,Medium,False,10,7,4,49,13388,1,478351,366817,1,4,False,Automation,False,4,True,True,True,5,Cloud-Based Maintain System,Cloud-Based Maintain System is focused on improving compliance and threat detection. It delivers tangible business value by embedding innovation in the Security ecosystem through intelligent tooling or insights.,0.5936260840485037,0.5439235945009543,0.649505071961835
779d464a-9bf6-4299-acd1-1c363a19769d,57,2025-03-28,Proposed,79,5,1,100614,1,5,15,19,Medium,True,2,4,4,59,93768,5,314733,362536,2,4,True,Automation,False,5,False,True,False,4,Smart Two System,Smart Two System is focused on streamlining CI/CD and deployment processes. It delivers tangible business value by embedding innovation in the DevOps ecosystem through intelligent tooling or insights.,0.4615895308302237,0.6368937236593579,0.6040984832671029
6c6a7de2-e757-4e92-b36f-71fd8045abb7,329,2024-09-23,Proposed,20,3,4,155570,5,1,29,21,High,True,7,3,5,56,35395,4,454325,381499,5,1,False,Sustainability,True,1,True,False,False,1,Zero-Touch Bag System,Zero-Touch Bag System is focused on streamlining CI/CD and deployment processes. It delivers tangible business value by embedding innovation in the DevOps ecosystem through intelligent tooling or insights.,0.5796148300635356,0.5998216396708405,0.1870849319509225
7ece1dd5-62fb-430f-b855-75d30ee2533a,214,2025-03-04,Proposed,70,5,3,173803,2,1,20,18,Low,True,3,9,3,28,91346,1,814942,96742,1,5,False,Automation,True,5,True,True,True,4,Predictive System Optimizer,Predictive System Optimizer is focused on optimizing infrastructure and cloud costs. It delivers tangible business value by embedding innovation in the Cloud ecosystem through intelligent tooling or insights.,0.5376884679691777,0.5382479061237543,0.7955177349747818
9d1efe18-5375-4b4b-bf19-199bd32e8a36,128,2024-11-03,In Progress,107,4,4,157804,5,4,27,19,Low,False,4,7,1,18,56205,1,239823,337815,1,4,True,AI,True,5,True,True,False,3,AI-Powered Total Agent,AI-Powered Total Agent is focused on enhancing automation and intelligent decision-making. It delivers tangible business value by embedding innovation in the AI ecosystem through intelligent tooling or insights.,0.6809686118214507,0.3958701468972915,0.6598255931588612
adc7f488-468d-4dc5-a702-5ade0f63d0af,468,2024-04-23,On Hold,33,2,1,162965,1,2,19,16,Low,False,3,6,3,54,86474,1,989484,470780,4,3,False,AI,False,5,True,False,False,4,Self-Healing Billion Agent,Self-Healing Billion Agent is focused on improving compliance and threat detection. It delivers tangible business value by embedding innovation in the Security ecosystem through intelligent tooling or insights.,0.3590174273886569,0.7317284452037885,0.4732675144353306
b9054641-a708-4a08-af96-7d137e1e0c20,205,2024-10-30,Proposed,108,5,1,86046,3,4,28,28,High,False,2,3,1,10,98957,5,900113,6220,1,4,True,Sustainability,True,3,False,True,True,5,Zero-Touch Reach Platform,Zero-Touch Reach Platform is focused on streamlining CI/CD and deployment processes. It delivers tangible business value by embedding innovation in the DevOps ecosystem through intelligent tooling or insights.,0.6017661296395884,0.4389501093209922,0.6860492489347172
c84b2030-b6fb-4cc9-b5e2-a4e10fe51595,232,2024-04-09,In Progress,140,4,3,127673,3,1,13,21,High,True,10,8,3,40,85838,3,389696,146946,2,4,True,,True,2,False,False,True,3,Self-Healing Think Analyzer,Self-Healing Think Analyzer is focused on optimizing infrastructure and cloud costs. It delivers tangible business value by embedding innovation in the Cloud ecosystem through intelligent tooling or insights.,0.5612157131473665,0.5880998667986754,0.520346748902087
9eefee9c-ce23-4e66-8908-975e0b1f80a7,211,2025-03-29,In Progress,141,1,3,174370,1,5,20,20,High,True,5,2,2,26,16775,1,167584,406636,4,5,True,Automation,True,3,True,True,False,5,Automated Better Optimizer,Automated Better Optimizer is focused on reducing manual workload through smart automation. It delivers tangible business value by embedding innovation in the Automation ecosystem through intelligent tooling or insights.,0.6254573956578743,0.3925232033714052,0.5633212884613419
a4af399d-a68b-408d-bdfd-679754fc5ab3,0,2025-02-27,Proposed,91,2,4,89961,5,5,6,13,Low,True,10,10,3,13,71183,4,668037,490491,1,5,False,Sustainability,False,4,False,False,True,3,Predictive Some Agent,Predictive Some Agent is focused on streamlining CI/CD and deployment processes. It delivers tangible business value by embedding innovation in the DevOps ecosystem through intelligent tooling or insights.,0.4562729705022678,0.69001625545638,0.3783592732009911
9e823355-75ec-42f9-be8a-e8f929065526,407,2024-06-07,Completed,130,4,4,18691,0,4,14,19,Medium,True,4,1,5,5,41055,4,218861,46457,3,5,False,AI,True,5,False,False,False,4,AI-Powered Economic System,AI-Powered Economic System is focused on reducing manual workload through smart automation. It delivers tangible business value by embedding innovation in the Automation ecosystem through intelligent tooling or insights.,0.4311022865201815,0.317371238354847,0.4031675370514731
16b949a1-03da-4cff-906e-4e94d7bc0f32,202,2024-10-09,In Progress,46,3,2,64867,4,1,19,19,Low,False,3,3,4,51,31194,2,569615,31489,4,1,False,Sustainability,True,2,True,True,False,4,Automated Investment Platform,Automated Investment Platform is focused on enhancing automation and intelligent decision-making. It delivers tangible business value by embedding innovation in the AI ecosystem through intelligent tooling or insights.,0.3527444660284362,0.3926783460456455,0.4637944106631443
9b0a1426-7b4c-47fe-8c43-7a64ea5ab3b6,320,2024-06-26,Completed,151,5,2,197819,3,5,12,25,Medium,False,7,4,4,20,16991,2,169909,327841,2,5,False,,False,2,False,True,True,4,Cloud-Based Medical Bot,Cloud-Based Medical Bot is focused on reducing manual workload through smart automation. It delivers tangible business value by embedding innovation in the Automation ecosystem through intelligent tooling or insights.,0.6738196538971534,0.4023627987640368,0.5153880365102559
6b9a6a6d-2743-4c79-9ef0-57ac14017a05,346,2024-09-06,Completed,41,5,4,173151,3,4,25,30,Medium,False,6,10,2,12,39901,4,237489,443815,2,5,False,Sustainability,True,3,False,False,True,5,Automated Treatment Dashboard,Automated Treatment Dashboard is focused on streamlining CI/CD and deployment processes. It delivers tangible business value by embedding innovation in the DevOps ecosystem through intelligent tooling or insights.,0.6368592929943621,0.5155299513563741,0.5313742897689602
ea1f6c8d-d490-44f3-93ad-4a6ee2f22cf7,194,2024-04-26,Completed,142,3,1,141532,0,3,20,39,High,False,1,3,5,50,95785,1,794290,390139,4,4,False,Automation,True,5,False,True,False,1,Intelligent Weight System,Intelligent Weight System is focused on enhancing automation and intelligent decision-making. It delivers tangible business value by embedding innovation in the AI ecosystem through intelligent tooling or insights.,0.5901388920225924,0.6734098584406906,0.3607716370566672
994376c1-91b3-481b-b6d9-b6162c030cd1,48,2024-08-29,On Hold,67,5,1,150988,5,2,15,43,Low,False,1,4,5,44,29742,3,61305,94592,1,3,True,,True,5,False,False,False,1,Zero-Touch Community Bot,Zero-Touch Community Bot is focused on enhancing automation and intelligent decision-making. It delivers tangible business value by embedding innovation in the AI ecosystem through intelligent tooling or insights.,0.5816237051324077,0.3173496535159502,0.5051675737411798
d5b17ba1-baa0-4dd1-a66e-e1a8df1e544f,330,2024-09-02,Completed,166,2,1,119919,5,1,9,8,Low,True,1,2,3,49,12144,5,545439,11315,2,4,True,Automation,True,5,True,False,False,1,AI-Powered Able Platform,AI-Powered Able Platform is focused on reducing manual workload through smart automation. It delivers tangible business value by embedding innovation in the Automation ecosystem through intelligent tooling or insights.,0.4509781859731583,0.3585049267362378,0.5142508069874787
f80540a9-410c-488b-87f9-228efb5929fd,177,2025-03-29,Completed,81,2,3,62078,2,1,27,42,Medium,False,8,1,4,14,40379,5,137946,167936,3,3,False,AI,False,1,False,False,True,2,Self-Healing Evidence Analyzer,Self-Healing Evidence Analyzer is focused on reducing manual workload through smart automation. It delivers tangible business value by embedding innovation in the Automation ecosystem through intelligent tooling or insights.,0.4864840900105592,0.3751734076538867,0.279852331116234
5d01d9fe-ee03-4b12-b880-863eba5a393f,132,2025-02-02,Proposed,69,3,2,12652,2,4,12,44,Low,False,7,10,3,14,12299,2,320847,297580,4,2,False,AI,True,3,True,False,False,4,AI-Powered Step Service,AI-Powered Step Service is focused on reducing manual workload through smart automation. It delivers tangible business value by embedding innovation in the Automation ecosystem through intelligent tooling or insights.,0.3936163019629751,0.4224968217119061,0.4642994861539942
50b7ce00-2f75-4bcd-b3d5-808135d367fc,364,2024-07-23,On Hold,114,2,2,141357,2,1,21,24,Low,True,10,2,4,14,86985,5,410958,218102,4,2,True,Automation,False,3,True,False,True,2,Automated Look Analyzer,Automated Look Analyzer is focused on improving compliance and threat detection. It delivers tangible business value by embedding innovation in the Security ecosystem through intelligent tooling or insights.,0.5103628234023712,0.5389658841057275,0.5274937516796148
28a122d9-c311-4141-80fa-a1505d167b2e,375,2024-12-30,Completed,95,5,1,125065,1,2,25,29,High,True,4,7,5,32,46063,4,170035,21245,4,3,False,,True,5,True,False,True,4,Intelligent Land Assistant,Intelligent Land Assistant is focused on enhancing automation and intelligent decision-making. It delivers tangible business value by embedding innovation in the AI ecosystem through intelligent tooling or insights.,0.5719648601348654,0.4161434485252424,0.67622805431318
262a2a78-25c2-4505-86d3-a1d5f5b11fb5,217,2025-02-02,Completed,123,2,2,14546,1,3,11,13,Low,True,7,8,2,6,82834,5,556400,282606,4,5,False,Automation,True,4,False,True,False,1,Intelligent Side Platform,Intelligent Side Platform is focused on enhancing automation and intelligent decision-making. It delivers tangible business value by embedding innovation in the AI ecosystem through intelligent tooling or insights.,0.3088472542549208,0.598876841186473,0.4646170114337204
0c23da90-3649-4be8-9693-afee720c200b,92,2024-12-17,Proposed,125,4,1,133589,0,3,22,25,Medium,True,4,6,3,20,7198,1,234896,78119,5,1,False,Automation,False,5,False,True,True,2,Predictive Only Optimizer,Predictive Only Optimizer is focused on optimizing infrastructure and cloud costs. It delivers tangible business value by embedding innovation in the Cloud ecosystem through intelligent tooling or insights.,0.5418306700467206,0.2641676179177006,0.420627903798961
58d92784-2623-4044-b34c-2e9cd1f0caaf,282,2024-10-10,Completed,128,2,4,92861,0,4,14,14,Low,True,9,7,1,52,30117,1,83747,297231,1,1,True,Automation,True,1,False,False,True,3,AI-Powered Serious Bot,AI-Powered Serious Bot is focused on enhancing automation and intelligent decision-making. It delivers tangible business value by embedding innovation in the AI ecosystem through intelligent tooling or insights.,0.4508070375649566,0.4023904054981286,0.3075551675405341
d1e5129d-dd24-4500-875d-2c7c9910c228,193,2024-06-16,Proposed,116,1,1,113500,4,4,25,12,Medium,False,1,3,2,48,34777,4,362069,27439,5,3,False,Automation,True,5,False,True,False,3,Predictive Clear System,Predictive Clear System is focused on streamlining CI/CD and deployment processes. It delivers tangible business value by embedding innovation in the DevOps ecosystem through intelligent tooling or insights.,0.4852054754836365,0.3782285968486937,0.5176125973669129
c7be61f7-5b3b-4d5c-a9a6-2bccc9e101c5,434,2024-06-27,Completed,118,3,4,23751,0,2,20,27,Low,True,10,5,1,35,98687,4,722417,127097,4,3,False,AI,False,1,True,True,True,2,Smart Fine Service,Smart Fine Service is focused on improving compliance and threat detection. It delivers tangible business value by embedding innovation in the Security ecosystem through intelligent tooling or insights.,0.4360050482742015,0.6157694617194778,0.4602327089487436
76ffe5d5-17f0-48e8-9fd0-4e0d28556789,312,2024-11-14,Proposed,32,2,4,99981,2,5,28,10,Medium,True,1,9,5,60,36892,5,246790,9685,1,3,False,Automation,False,1,False,True,False,1,Self-Healing Article Service,Self-Healing Article Service is focused on reducing manual workload through smart automation. It delivers tangible business value by embedding innovation in the Automation ecosystem through intelligent tooling or insights.,0.4651362900286148,0.4413274606930338,0.1209122402714178
7058aa39-51db-4590-b211-fb1e83435fc6,120,2024-10-31,In Progress,88,1,2,8993,4,4,5,33,Low,False,2,9,5,7,32507,5,766042,245521,5,1,True,Automation,True,3,False,False,False,5,Zero-Touch Simply Optimizer,Zero-Touch Simply Optimizer is focused on improving compliance and threat detection. It delivers tangible business value by embedding innovation in the Security ecosystem through intelligent tooling or insights.,0.3279591822701436,0.503907642304055,0.4192700636008699
c073222b-1c27-4274-af01-7b2725e5dad1,98,2025-01-19,Completed,168,5,2,20791,3,1,11,34,Medium,True,7,9,1,5,57871,3,625925,39585,5,1,False,AI,True,5,True,True,True,1,Intelligent Ask Service,Intelligent Ask Service is focused on reducing manual workload through smart automation. It delivers tangible business value by embedding innovation in the Automation ecosystem through intelligent tooling or insights.,0.4971555775834177,0.4148114696494306,0.4763550136907194
70004a59-97c1-4196-8570-4023daafa619,377,2024-04-26,In Progress,179,1,2,99348,0,5,9,17,Low,True,5,8,5,44,35007,2,641906,134929,1,4,False,Sustainability,True,1,True,False,True,5,AI-Powered Former System,AI-Powered Former System is focused on optimizing infrastructure and cloud costs. It delivers tangible business value by embedding innovation in the Cloud ecosystem through intelligent tooling or insights.,0.460403973757235,0.5058766071592494,0.5925062388714812
59680f40-b7d9-466b-9fc1-c8605876a071,344,2024-11-16,In Progress,32,1,1,141685,3,5,5,38,High,False,6,8,4,20,45972,2,222986,205633,1,4,True,Automation,True,5,False,False,False,2,Self-Healing Apply Optimizer,Self-Healing Apply Optimizer is focused on enhancing automation and intelligent decision-making. It delivers tangible business value by embedding innovation in the AI ecosystem through intelligent tooling or insights.,0.4247243358933232,0.4180534648068775,0.5212551689619606
32c664ed-f8dd-4145-8004-0cbae87534ee,307,2024-10-16,In Progress,155,1,4,147909,2,3,26,29,Medium,True,7,7,3,8,11356,3,820100,278761,4,5,False,Sustainability,True,2,False,False,True,4,Smart Me System,Smart Me System is focused on streamlining CI/CD and deployment processes. It delivers tangible business value by embedding innovation in the DevOps ecosystem through intelligent tooling or insights.,0.6602907587378225,0.5060308019221696,0.5204700310188528
e8a741be-b44c-4dea-8f91-fb98a315d256,84,2025-03-01,On Hold,10,5,1,86341,0,5,30,33,High,True,3,1,4,12,74979,4,153907,2296,4,4,True,Sustainability,False,5,True,True,False,2,Zero-Touch Wide Agent,Zero-Touch Wide Agent is focused on enhancing automation and intelligent decision-making. It delivers tangible business value by embedding innovation in the AI ecosystem through intelligent tooling or insights.,0.5130131328188074,0.3417788425040682,0.4757617216032964
7be54d6e-5603-42e6-ad5e-8f3ea936c85a,274,2024-06-04,In Progress,77,2,4,148120,5,4,19,30,High,True,1,1,4,26,4902,4,341658,73613,3,2,True,,True,1,False,False,False,5,Intelligent Nice Agent,Intelligent Nice Agent is focused on enhancing automation and intelligent decision-making. It delivers tangible business value by embedding innovation in the AI ecosystem through intelligent tooling or insights.,0.6434659651194347,0.2568833294101684,0.362331320540979
ea4ac8b0-1bbb-4b07-8657-b2f12449a7f4,95,2024-10-18,Completed,12,3,3,111910,4,5,22,30,Low,True,5,7,1,21,26709,5,748369,121777,3,4,False,Sustainability,True,3,True,True,False,5,AI-Powered Art System,AI-Powered Art System is focused on enhancing automation and intelligent decision-making. It delivers tangible business value by embedding innovation in the AI ecosystem through intelligent tooling or insights.,0.5280677271786406,0.4530616174735321,0.5836861283293646
5622dea1-dd06-445e-9588-f0b87237617d,196,2025-02-28,Completed,163,2,4,24841,0,1,25,21,High,False,10,7,5,42,29950,3,118754,371032,5,3,False,,True,3,False,False,True,4,Zero-Touch Be Analyzer,Zero-Touch Be Analyzer is focused on improving compliance and threat detection. It delivers tangible business value by embedding innovation in the Security ecosystem through intelligent tooling or insights.,0.4581243431254628,0.57769229315339,0.4128820021942306
a3710bb2-3f7c-4617-8df3-a957ef174124,134,2024-04-30,Proposed,177,4,4,75793,5,1,8,9,Medium,True,6,9,1,26,42190,4,875805,448656,1,1,True,Automation,True,2,False,True,False,3,Self-Healing Cultural Manager,Self-Healing Cultural Manager is focused on improving compliance and threat detection. It delivers tangible business value by embedding innovation in the Security ecosystem through intelligent tooling or insights.,0.5046801822485871,0.5672846069766265,0.3662512784034329
22e9f584-67c6-4e9d-b3a3-92da01753c4f,9,2024-04-30,Proposed,147,3,4,85206,2,1,27,5,Medium,True,9,7,5,16,80745,5,578138,428739,4,5,False,AI,False,1,False,True,True,4,Smart Physical Dashboard,Smart Physical Dashboard is focused on reducing manual workload through smart automation. It delivers tangible business value by embedding innovation in the Automation ecosystem through intelligent tooling or insights.,0.5067499299650065,0.7212190789236325,0.3276826332461221
b0b27eac-a995-4115-a41d-34fac4489058,364,2025-03-04,In Progress,18,1,2,13594,0,5,20,39,Low,True,10,3,5,19,99976,1,115766,415370,2,5,True,,True,3,False,True,True,4,Self-Healing Republican Assistant,Self-Healing Republican Assistant is focused on enhancing automation and intelligent decision-making. It delivers tangible business value by embedding innovation in the AI ecosystem through intelligent tooling or insights.,0.3362205745074108,0.5740806969980091,0.640215267304063
044f6246-e8ab-48e8-98b0-25d325836b2b,57,2024-09-07,Proposed,14,3,1,195445,0,5,29,5,Low,True,2,1,4,49,95771,2,596998,441470,2,5,False,,True,4,False,True,False,3,Cloud-Based Easy System,Cloud-Based Easy System is focused on optimizing infrastructure and cloud costs. It delivers tangible business value by embedding innovation in the Cloud ecosystem through intelligent tooling or insights.,0.4619076671822918,0.6337924221056647,0.3931576329020066
c359e06e-71ad-419b-8e2c-4a376eda6cca,435,2025-04-04,On Hold,114,1,2,31303,4,5,22,38,Low,False,3,8,1,19,57429,5,209022,446195,5,5,False,AI,True,1,True,False,True,3,Self-Healing Call Bot,Self-Healing Call Bot is focused on enhancing automation and intelligent decision-making. It delivers tangible business value by embedding innovation in the AI ecosystem through intelligent tooling or insights.,0.5117699077719359,0.5513395018438139,0.4673342232208188
504ecc59-4286-4c9c-8272-78c77b45cc7a,430,2024-11-11,On Hold,113,5,3,117739,0,4,7,9,Low,True,1,5,5,30,81971,1,79948,149500,1,1,False,,True,5,True,False,True,3,Zero-Touch Voice Analyzer,Zero-Touch Voice Analyzer is focused on streamlining CI/CD and deployment processes. It delivers tangible business value by embedding innovation in the DevOps ecosystem through intelligent tooling or insights.,0.4370074739540546,0.3458543418742291,0.488820115241944
7fbfae68-9618-4ec6-90e4-d30771ec52be,367,2024-11-14,On Hold,97,3,3,179462,3,3,22,19,Low,True,8,3,5,35,46152,1,119080,130872,2,5,True,,False,3,False,True,True,4,Intelligent Employee Assistant,Intelligent Employee Assistant is focused on optimizing infrastructure and cloud costs. It delivers tangible business value by embedding innovation in the Cloud ecosystem through intelligent tooling or insights.,0.6025083403512415,0.4122677044808059,0.5299116675911666
703d2dc0-9853-4750-a651-e72b040be7ea,382,2024-04-19,In Progress,71,4,2,140196,3,4,13,14,Low,False,5,2,3,20,48968,4,233075,75536,2,3,False,,True,3,True,False,True,4,Smart Phone Service,Smart Phone Service is focused on optimizing infrastructure and cloud costs. It delivers tangible business value by embedding innovation in the Cloud ecosystem through intelligent tooling or insights.,0.4558591465696893,0.329802863372361,0.6296147322630223
4e74cb91-1362-4939-a93b-2ef41ff64e09,413,2024-05-05,On Hold,27,1,4,91082,0,2,18,16,Low,True,2,6,2,24,49412,1,52184,170337,1,5,True,Automation,True,4,True,True,True,1,Self-Healing President Analyzer,Self-Healing President Analyzer is focused on enhancing automation and intelligent decision-making. It delivers tangible business value by embedding innovation in the AI ecosystem through intelligent tooling or insights.,0.3154427419814268,0.3126463042805841,0.6008249094842417
